Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
forkassn3,de.hysky.skyblocker.skyblock,Tips,enableTips,6,1,1,94,0,,
forkassn3,de.hysky.skyblocker.skyblock,Tips,disableTips,6,1,1,101,0,,
forkassn3,de.hysky.skyblocker.skyblock,Tips,sendNextTip,7,2,0,108,0,de.hysky.skyblocker.skyblock.Tips,de.hysky.skyblocker.skyblock.Tips
forkassn3,de.hysky.skyblocker.skyblock,Tips,sendNextTipCommand,4,1,1,116,0,de.hysky.skyblocker.skyblock.Tips,de.hysky.skyblocker.skyblock.Tips
forkassn3,de.hysky.skyblocker.skyblock,Tips,nextTip,3,1,0,121,0,de.hysky.skyblocker.skyblock.Tips,de.hysky.skyblocker.skyblock.Tips
forkassn3,de.hysky.skyblocker.skyblock,Tips,nextTipInternal,5,1,0,125,0,,
forkassn3,de.hysky.skyblocker.skyblock,Tips,sendPreviousTipCommand,4,1,1,131,0,de.hysky.skyblocker.skyblock.Tips,de.hysky.skyblocker.skyblock.Tips
forkassn3,de.hysky.skyblocker.skyblock,Tips,previousTip,3,1,0,136,0,de.hysky.skyblocker.skyblock.Tips,de.hysky.skyblocker.skyblock.Tips
forkassn3,de.hysky.skyblocker.skyblock,Tips,previousTipInternal,6,1,0,140,0,,
forkassn3,de.hysky.skyblocker.skyblock,Tips,tipMessage,3,1,1,147,0,,
forkassn3,de.hysky.skyblocker.skyblock,PetCache,init,24,6,0,43,0,de.hysky.skyblocker.skyblock.PetCache,de.hysky.skyblocker.skyblock.PetCache
forkassn3,de.hysky.skyblocker.skyblock,PetCache,load,13,1,0,70,0,,
forkassn3,de.hysky.skyblocker.skyblock,PetCache,save,11,1,0,81,0,,
forkassn3,de.hysky.skyblocker.skyblock,PetCache,handlePetEquip,6,3,2,91,0,de.hysky.skyblocker.skyblock.PetCache,de.hysky.skyblocker.skyblock.PetCache
forkassn3,de.hysky.skyblocker.skyblock,PetCache,parsePet,22,3,2,100,0,de.hysky.skyblocker.skyblock.PetCache,de.hysky.skyblocker.skyblock.PetCache
forkassn3,de.hysky.skyblocker.skyblock,PetCache,getCurrentPet,5,1,0,128,0,,
forkassn3,de.hysky.skyblocker.skyblock,PetCache,PetInfo,4,1,1,136,0,,
forkassn3,de.hysky.skyblocker.skyblock,ChestValue,init,21,5,0,38,0,,
forkassn3,de.hysky.skyblocker.skyblock,ChestValue,getDungeonChestProfit,53,14,3,66,0,de.hysky.skyblocker.skyblock.ChestValue,de.hysky.skyblocker.skyblock.ChestValue
forkassn3,de.hysky.skyblocker.skyblock,ChestValue,getChestValue,24,5,3,149,0,de.hysky.skyblocker.skyblock.ChestValue,de.hysky.skyblocker.skyblock.ChestValue
forkassn3,de.hysky.skyblocker.skyblock,ChestValue,searchLoreFor,3,1,2,180,0,,
forkassn3,de.hysky.skyblocker.skyblock,ChestValue,getProfitText,4,1,2,187,0,,
forkassn3,de.hysky.skyblocker.skyblock,ChestValue,getValueText,4,1,2,192,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,SilverfishTest,testSilverfishSolve,9,2,0,30,1,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,ThreeWeirdosTest,testBaxter,3,1,0,7,1,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,ThreeWeirdosTest,testHope,3,1,0,12,1,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,IceFillTest,testIceFillSolve,5,1,0,23,1,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,TriviaTest,TriviaTest,3,1,0,7,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,TriviaTest,anyQuestion1,3,1,0,11,1,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,TriviaTest,anyQestion2,3,1,0,16,1,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,TriviaTest,answer1,3,1,0,21,1,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,TriviaTest,answer2,3,1,0,25,1,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,TriviaTest,answer3,3,1,0,29,1,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,Trivia,Trivia,3,1,0,26,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,Trivia,state,3,1,0,30,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,Trivia,onMatch,12,4,2,35,0,de.hysky.skyblocker.skyblock.dungeon.puzzle.Trivia,de.hysky.skyblocker.skyblock.dungeon.puzzle.Trivia
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,Trivia,updateSolutions,18,3,1,49,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,Trivia,getFairySoulsSizeString,3,1,1,106,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,Silverfish,Silverfish,3,1,0,35,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,Silverfish,init,13,2,0,39,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,Silverfish,boardToString,10,3,1,53,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,Silverfish,tick,33,9,1,64,0,de.hysky.skyblocker.skyblock.dungeon.puzzle.Silverfish,de.hysky.skyblocker.skyblock.dungeon.puzzle.Silverfish
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,Silverfish,solve,42,8,0,101,0,de.hysky.skyblocker.skyblock.dungeon.puzzle.Silverfish,de.hysky.skyblocker.skyblock.dungeon.puzzle.Silverfish
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,Silverfish,addQueue,8,2,4,148,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,Silverfish,render,12,3,1,157,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,Silverfish,reset,7,2,0,171,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,DungeonPuzzle,DungeonPuzzle,3,1,2,26,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,DungeonPuzzle,DungeonPuzzle,25,3,2,30,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,DungeonPuzzle,shouldSolve,3,1,0,53,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,DungeonPuzzle,reset,3,1,0,57,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,DungeonBlaze,DungeonBlaze,3,1,0,37,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,DungeonBlaze,init,2,1,0,41,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,DungeonBlaze,tick,9,3,1,44,0,de.hysky.skyblocker.skyblock.dungeon.puzzle.DungeonBlaze,de.hysky.skyblocker.skyblock.dungeon.puzzle.DungeonBlaze
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,DungeonBlaze,getBlazesInWorld,16,3,2,58,0,de.hysky.skyblocker.skyblock.dungeon.puzzle.DungeonBlaze,de.hysky.skyblocker.skyblock.dungeon.puzzle.DungeonBlaze
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,DungeonBlaze,sortBlazes,3,1,1,80,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,DungeonBlaze,updateBlazeEntities,11,3,1,89,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,DungeonBlaze,render,15,4,1,106,0,de.hysky.skyblocker.skyblock.dungeon.puzzle.DungeonBlaze,de.hysky.skyblocker.skyblock.dungeon.puzzle.DungeonBlaze
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,DungeonBlaze,renderBlazeOutline,11,2,3,127,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,DungeonBlaze,handleException,3,1,1,149,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,IceFill,IceFill,3,1,0,41,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,IceFill,init,29,2,0,45,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,IceFill,boardToString,10,3,1,71,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,IceFill,tick,15,4,1,82,0,de.hysky.skyblocker.skyblock.dungeon.puzzle.IceFill,de.hysky.skyblocker.skyblock.dungeon.puzzle.IceFill
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,IceFill,updateBoard,14,4,4,99,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,IceFill,solve,9,2,2,114,0,de.hysky.skyblocker.skyblock.dungeon.puzzle.IceFill,de.hysky.skyblocker.skyblock.dungeon.puzzle.IceFill
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,IceFill,solveDfs,25,6,4,125,0,de.hysky.skyblocker.skyblock.dungeon.puzzle.IceFill,de.hysky.skyblocker.skyblock.dungeon.puzzle.IceFill
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,IceFill,render,9,3,1,152,0,de.hysky.skyblocker.skyblock.dungeon.puzzle.IceFill,de.hysky.skyblocker.skyblock.dungeon.puzzle.IceFill
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,IceFill,renderPath,8,2,4,163,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,ThreeWeirdos,ThreeWeirdos,22,4,0,29,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,ThreeWeirdos,init,3,1,0,53,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,ThreeWeirdos,checkForNPC,8,2,4,57,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,ThreeWeirdos,tick,2,1,1,70,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,ThreeWeirdos,render,5,2,1,73,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,ThreeWeirdos,reset,4,1,0,80,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,CreeperBeams,CreeperBeams,3,1,0,48,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,CreeperBeams,init,2,1,0,52,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,CreeperBeams,reset,5,1,0,55,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,CreeperBeams,tick,21,6,1,62,0,de.hysky.skyblocker.skyblock.dungeon.puzzle.CreeperBeams,de.hysky.skyblocker.skyblock.dungeon.puzzle.CreeperBeams
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,CreeperBeams,findCreeperBase,14,4,2,96,0,de.hysky.skyblocker.skyblock.dungeon.puzzle.CreeperBeams,de.hysky.skyblocker.skyblock.dungeon.puzzle.CreeperBeams
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,CreeperBeams,findTargets,11,3,2,123,0,de.hysky.skyblocker.skyblock.dungeon.puzzle.CreeperBeams,de.hysky.skyblocker.skyblock.dungeon.puzzle.CreeperBeams
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,CreeperBeams,findLines,22,5,2,138,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,CreeperBeams,render,8,3,1,177,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,CreeperBeams,isTarget,4,1,2,191,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,TicTacToe,TicTacToe,3,1,0,30,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,TicTacToe,init,2,1,0,34,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,TicTacToe,tick,40,9,1,37,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,TicTacToe,render,10,2,1,111,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretWaypointTest,setup,4,1,0,19,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretWaypointTest,testCodecSerialize,6,1,0,25,1,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretWaypointTest,testCodecDeserialize,6,1,0,34,1,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretWaypointTest,testListCodecSerialize,6,1,0,43,1,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretWaypointTest,testListCodecDeserialize,11,2,0,52,1,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretWaypointTest,testGetCategory,6,1,0,66,1,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretWaypointTest,testGetCategoryDefault,6,1,0,74,1,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonRoomsDFU,main,5,1,1,34,0,de.hysky.skyblocker.skyblock.dungeon.secrets.DungeonRoomsDFU,de.hysky.skyblocker.skyblock.dungeon.secrets.DungeonRoomsDFU
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonRoomsDFU,load,30,4,0,40,0,de.hysky.skyblocker.skyblock.dungeon.secrets.DungeonRoomsDFU,de.hysky.skyblocker.skyblock.dungeon.secrets.DungeonRoomsDFU
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonRoomsDFU,readRooms,21,2,2,69,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonRoomsDFU,updateRooms,13,4,0,90,0,de.hysky.skyblocker.skyblock.dungeon.secrets.DungeonRoomsDFU,de.hysky.skyblocker.skyblock.dungeon.secrets.DungeonRoomsDFU
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonRoomsDFU,updateRoom,8,2,1,104,0,de.hysky.skyblocker.skyblock.dungeon.secrets.DungeonRoomsDFU,de.hysky.skyblocker.skyblock.dungeon.secrets.DungeonRoomsDFU
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonRoomsDFU,updateBlock,14,3,1,114,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonRoomsDFU,save,13,3,0,137,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonRoomsDFU,saveRooms,18,2,2,151,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,RoomTest,onChatMessage,5,1,0,7,1,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DebugRoom,DebugRoom,3,1,2,19,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DebugRoom,ofSinglePossibleRoom,3,1,5,23,0,de.hysky.skyblocker.skyblock.dungeon.secrets.DebugRoom,de.hysky.skyblocker.skyblock.dungeon.secrets.DebugRoom
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DebugRoom,ofSinglePossibleRoom,8,1,5,27,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DebugRoom,checkBlock,13,4,2,36,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DebugRoom,render,8,2,1,51,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,isRoomsLoaded,3,1,0,157,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,getRoomsStream,3,1,0,161,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,getRoomMetadata,4,1,1,165,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,getRoomWaypoints,4,1,1,171,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,getCustomWaypoints,3,1,1,176,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,addCustomWaypoint,3,1,2,183,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,addCustomWaypoints,5,2,2,191,0,de.hysky.skyblocker.skyblock.dungeon.secrets.DungeonManager,de.hysky.skyblocker.skyblock.dungeon.secrets.DungeonManager
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,removeCustomWaypoint,3,1,2,200,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,getCurrentRoom,3,1,0,208,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,getBoss,3,1,0,215,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,isInBoss,3,1,0,220,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,init,33,4,0,224,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,load,55,3,0,272,0,de.hysky.skyblocker.skyblock.dungeon.secrets.DungeonManager,de.hysky.skyblocker.skyblock.dungeon.secrets.DungeonManager
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,saveCustomWaypoints,11,1,1,323,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,readRoom,8,1,1,336,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,loadJson,3,1,2,344,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,markSecretsCommand,13,2,1,354,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,getRelativePos,3,1,1,366,0,de.hysky.skyblocker.skyblock.dungeon.secrets.DungeonManager,de.hysky.skyblocker.skyblock.dungeon.secrets.DungeonManager
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,getRelativeTargetPos,9,2,1,370,0,de.hysky.skyblocker.skyblock.dungeon.secrets.DungeonManager,de.hysky.skyblocker.skyblock.dungeon.secrets.DungeonManager
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,getRelativePos,11,2,2,379,0,de.hysky.skyblocker.skyblock.dungeon.secrets.DungeonManager,de.hysky.skyblocker.skyblock.dungeon.secrets.DungeonManager
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,addCustomWaypointCommand,7,1,2,390,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,addCustomWaypoint,10,2,2,403,0,de.hysky.skyblocker.skyblock.dungeon.secrets.DungeonManager,de.hysky.skyblocker.skyblock.dungeon.secrets.DungeonManager
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,addCustomWaypointRelative,9,2,2,413,0,de.hysky.skyblocker.skyblock.dungeon.secrets.DungeonManager,de.hysky.skyblocker.skyblock.dungeon.secrets.DungeonManager
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,removeCustomWaypointCommand,7,1,1,422,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,removeCustomWaypoint,10,2,2,431,0,de.hysky.skyblocker.skyblock.dungeon.secrets.DungeonManager,de.hysky.skyblocker.skyblock.dungeon.secrets.DungeonManager
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,removeCustomWaypointRelative,9,2,2,441,0,de.hysky.skyblocker.skyblock.dungeon.secrets.DungeonManager,de.hysky.skyblocker.skyblock.dungeon.secrets.DungeonManager
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,matchAgainstCommand,39,7,0,450,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,newDebugRoom,14,4,4,491,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,update,52,14,0,505,0,de.hysky.skyblocker.skyblock.dungeon.secrets.DungeonManager,de.hysky.skyblocker.skyblock.dungeon.secrets.DungeonManager
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,newRoom,13,2,2,582,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,render,5,2,1,603,0,de.hysky.skyblocker.skyblock.dungeon.secrets.DungeonManager,de.hysky.skyblocker.skyblock.dungeon.secrets.DungeonManager
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,onChatMessage,44,11,2,612,0,de.hysky.skyblocker.skyblock.dungeon.secrets.DungeonManager,de.hysky.skyblocker.skyblock.dungeon.secrets.DungeonManager
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,onUseBlock,6,2,2,665,0,de.hysky.skyblocker.skyblock.dungeon.secrets.DungeonManager,de.hysky.skyblocker.skyblock.dungeon.secrets.DungeonManager
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,onItemPickup,6,2,1,679,0,de.hysky.skyblocker.skyblock.dungeon.secrets.DungeonManager,de.hysky.skyblocker.skyblock.dungeon.secrets.DungeonManager
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,onBatRemoved,6,2,1,692,0,de.hysky.skyblocker.skyblock.dungeon.secrets.DungeonManager,de.hysky.skyblocker.skyblock.dungeon.secrets.DungeonManager
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,markSecrets,6,2,2,704,0,de.hysky.skyblocker.skyblock.dungeon.secrets.DungeonManager,de.hysky.skyblocker.skyblock.dungeon.secrets.DungeonManager
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,getRoomAtPhysical,3,1,1,711,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,getRoomAtPhysical,3,1,1,724,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,isCurrentRoomMatched,3,1,0,737,0,de.hysky.skyblocker.skyblock.dungeon.secrets.DungeonManager,de.hysky.skyblocker.skyblock.dungeon.secrets.DungeonManager
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,isRoomMatched,3,1,1,746,0,de.hysky.skyblocker.skyblock.dungeon.secrets.DungeonManager,de.hysky.skyblocker.skyblock.dungeon.secrets.DungeonManager
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,shouldProcess,3,1,0,757,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,reset,8,1,0,766,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,Room,9,1,2,114,0,de.hysky.skyblocker.skyblock.dungeon.secrets.Room,de.hysky.skyblocker.skyblock.dungeon.secrets.Room
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,getType,3,1,0,124,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,isMatched,3,1,0,129,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,getName,3,1,0,133,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,getDirection,3,1,0,140,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,toString,3,1,0,147,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,getShape,3,1,2,152,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,getPossibleRooms,8,2,2,167,0,de.hysky.skyblocker.skyblock.dungeon.secrets.Room,de.hysky.skyblocker.skyblock.dungeon.secrets.Room
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,getPossibleDirections,3,1,2,176,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,addCustomWaypoint,7,1,2,203,0,de.hysky.skyblocker.skyblock.dungeon.secrets.Room,de.hysky.skyblocker.skyblock.dungeon.secrets.Room
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,addCustomWaypoint,5,1,4,214,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,addCustomWaypoint,4,1,1,229,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,removeCustomWaypoint,9,2,2,239,0,de.hysky.skyblocker.skyblock.dungeon.secrets.Room,de.hysky.skyblocker.skyblock.dungeon.secrets.Room
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,removeCustomWaypoint,7,2,1,251,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,removeCustomWaypoint,4,1,2,267,0,de.hysky.skyblocker.skyblock.dungeon.secrets.Room,de.hysky.skyblocker.skyblock.dungeon.secrets.Room
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,addSubProcess,4,1,1,278,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,tick,33,9,1,283,0,de.hysky.skyblocker.skyblock.dungeon.secrets.Room,de.hysky.skyblocker.skyblock.dungeon.secrets.Room
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,notInDoorway,8,2,1,341,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,checkBlock,47,9,2,350,0,de.hysky.skyblocker.skyblock.dungeon.secrets.Room,de.hysky.skyblocker.skyblock.dungeon.secrets.Room
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,posIdToInt,3,1,2,444,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,roomMatched,16,3,0,455,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,reset,11,1,0,479,0,de.hysky.skyblocker.skyblock.dungeon.secrets.Room,de.hysky.skyblocker.skyblock.dungeon.secrets.Room
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,discard,6,1,0,494,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,actualToRelative,3,1,1,505,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,relativeToActual,3,1,1,512,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,render,29,9,1,519,0,de.hysky.skyblocker.skyblock.dungeon.secrets.Room,de.hysky.skyblocker.skyblock.dungeon.secrets.Room
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,onChatMessage,8,3,1,552,0,de.hysky.skyblocker.skyblock.dungeon.secrets.Room,de.hysky.skyblocker.skyblock.dungeon.secrets.Room
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,isAllSecretsFound,7,2,1,564,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,onUseBlock,13,4,2,578,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,onItemPickup,6,2,1,600,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,onBatRemoved,3,1,1,614,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,markSecretsFoundAndLogInfo,3,1,3,625,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,markSecretsAndLogInfo,4,1,4,636,0,de.hysky.skyblocker.skyblock.dungeon.secrets.Room,de.hysky.skyblocker.skyblock.dungeon.secrets.Room
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,markSecrets,10,2,2,648,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,keyFound,6,2,0,658,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,Type,3,1,1,676,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,needsScanning,3,1,0,680,0,,
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,Shape,3,1,1,702,0,,
