Project Name,Package Name,Type Name,MethodName,LOC,CC,PC
forkassn3,de.hysky.skyblocker.skyblock,StatusBarTracker,updateHealth,11,2,1
forkassn3,de.hysky.skyblocker.skyblock,StatusBarTracker,reset,5,1,2
forkassn3,de.hysky.skyblocker.skyblock,StatusBarTracker,allowOverlayMessage,4,1,2
forkassn3,de.hysky.skyblocker.skyblock,StatusBarTracker,onOverlayMessage,6,2,2
forkassn3,de.hysky.skyblocker.skyblock,StatusBarTracker,update,32,7,2
forkassn3,de.hysky.skyblocker.skyblock,StatusBarTracker,Resource,2,1,3
forkassn3,de.hysky.skyblocker.skyblock,WarpAutocomplete,init,13,1,0
forkassn3,de.hysky.skyblocker.skyblock,Tips,getTipFactory,3,1,1
forkassn3,de.hysky.skyblocker.skyblock,Tips,getTipFactory,3,1,3
forkassn3,de.hysky.skyblocker.skyblock,Tips,init,5,1,0
forkassn3,de.hysky.skyblocker.skyblock,Tips,registerTipsCommand,3,1,2
forkassn3,de.hysky.skyblocker.skyblock,Tips,enableTips,6,1,1
forkassn3,de.hysky.skyblocker.skyblock,Tips,disableTips,6,1,1
forkassn3,de.hysky.skyblocker.skyblock,Tips,sendNextTip,7,2,0
forkassn3,de.hysky.skyblocker.skyblock,Tips,sendNextTipCommand,4,1,1
forkassn3,de.hysky.skyblocker.skyblock,Tips,nextTip,3,1,0
forkassn3,de.hysky.skyblocker.skyblock,Tips,nextTipInternal,5,1,0
forkassn3,de.hysky.skyblocker.skyblock,Tips,sendPreviousTipCommand,4,1,1
forkassn3,de.hysky.skyblocker.skyblock,Tips,previousTip,3,1,0
forkassn3,de.hysky.skyblocker.skyblock,Tips,previousTipInternal,6,1,0
forkassn3,de.hysky.skyblocker.skyblock,Tips,tipMessage,3,1,1
forkassn3,de.hysky.skyblocker.skyblock,PetCache,init,5,1,0
forkassn3,de.hysky.skyblocker.skyblock,PetCache,load,13,1,0
forkassn3,de.hysky.skyblocker.skyblock,PetCache,save,11,1,0
forkassn3,de.hysky.skyblocker.skyblock,PetCache,handlePetEquip,6,3,2
forkassn3,de.hysky.skyblocker.skyblock,PetCache,parsePet,22,3,2
forkassn3,de.hysky.skyblocker.skyblock,PetCache,getCurrentPet,5,1,0
forkassn3,de.hysky.skyblocker.skyblock,PetCache,PetInfo,4,1,1
forkassn3,de.hysky.skyblocker.skyblock,ChestValue,init,4,1,0
forkassn3,de.hysky.skyblocker.skyblock,ChestValue,getDungeonChestProfit,53,14,3
forkassn3,de.hysky.skyblocker.skyblock,ChestValue,getChestValue,24,5,3
forkassn3,de.hysky.skyblocker.skyblock,ChestValue,searchLoreFor,3,1,2
forkassn3,de.hysky.skyblocker.skyblock,ChestValue,getProfitText,4,1,2
forkassn3,de.hysky.skyblocker.skyblock,ChestValue,getValueText,4,1,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,SilverfishTest,testSilverfishSolve,9,2,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,ThreeWeirdosTest,testBaxter,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,ThreeWeirdosTest,testHope,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,IceFillTest,testIceFillSolve,5,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,TriviaTest,TriviaTest,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,TriviaTest,anyQuestion1,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,TriviaTest,anyQestion2,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,TriviaTest,answer1,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,TriviaTest,answer2,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,TriviaTest,answer3,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,Trivia,Trivia,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,Trivia,state,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,Trivia,onMatch,12,4,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,Trivia,updateSolutions,18,3,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,Trivia,getFairySoulsSizeString,3,1,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,Silverfish,Silverfish,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,Silverfish,init,13,2,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,Silverfish,boardToString,10,3,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,Silverfish,tick,33,9,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,Silverfish,solve,42,8,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,Silverfish,addQueue,8,2,4
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,Silverfish,render,12,3,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,Silverfish,reset,7,2,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,DungeonPuzzle,DungeonPuzzle,3,1,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,DungeonPuzzle,DungeonPuzzle,25,3,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,DungeonPuzzle,shouldSolve,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,DungeonPuzzle,reset,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,DungeonBlaze,DungeonBlaze,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,DungeonBlaze,init,2,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,DungeonBlaze,tick,9,3,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,DungeonBlaze,getBlazesInWorld,16,3,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,DungeonBlaze,sortBlazes,3,1,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,DungeonBlaze,updateBlazeEntities,11,3,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,DungeonBlaze,render,15,4,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,DungeonBlaze,renderBlazeOutline,11,2,3
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,DungeonBlaze,handleException,3,1,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,IceFill,IceFill,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,IceFill,init,29,2,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,IceFill,boardToString,10,3,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,IceFill,tick,15,4,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,IceFill,updateBoard,14,4,4
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,IceFill,solve,9,2,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,IceFill,solveDfs,25,6,4
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,IceFill,render,9,3,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,IceFill,renderPath,8,2,4
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,ThreeWeirdos,ThreeWeirdos,22,4,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,ThreeWeirdos,init,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,ThreeWeirdos,checkForNPC,8,2,4
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,ThreeWeirdos,tick,2,1,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,ThreeWeirdos,render,5,2,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,ThreeWeirdos,reset,4,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,CreeperBeams,CreeperBeams,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,CreeperBeams,init,2,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,CreeperBeams,reset,5,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,CreeperBeams,tick,21,6,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,CreeperBeams,findCreeperBase,14,4,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,CreeperBeams,findTargets,11,3,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,CreeperBeams,findLines,22,5,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,CreeperBeams,render,8,3,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,CreeperBeams,isTarget,4,1,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,CreeperBeams,Beam,8,1,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,CreeperBeams,containsComponentOf,3,1,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,CreeperBeams,updateState,3,1,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,CreeperBeams,render,12,2,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,Beam,Beam,8,1,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,Beam,containsComponentOf,3,1,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,Beam,updateState,3,1,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,Beam,render,12,2,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,TicTacToe,TicTacToe,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,TicTacToe,init,2,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,TicTacToe,tick,16,5,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle,TicTacToe,render,10,2,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretWaypointTest,setup,4,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretWaypointTest,testCodecSerialize,6,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretWaypointTest,testCodecDeserialize,6,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretWaypointTest,testListCodecSerialize,6,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretWaypointTest,testListCodecDeserialize,11,2,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretWaypointTest,testGetCategory,6,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretWaypointTest,testGetCategoryDefault,6,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonRoomsDFU,main,5,1,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonRoomsDFU,load,30,4,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonRoomsDFU,readRooms,21,2,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonRoomsDFU,updateRooms,13,4,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonRoomsDFU,updateRoom,8,2,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonRoomsDFU,updateBlock,14,3,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonRoomsDFU,save,13,3,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonRoomsDFU,saveRooms,18,2,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,RoomTest,onChatMessage,5,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DebugRoom,DebugRoom,3,1,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DebugRoom,ofSinglePossibleRoom,3,1,5
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DebugRoom,ofSinglePossibleRoom,8,1,5
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DebugRoom,checkBlock,13,4,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DebugRoom,render,8,2,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,isRoomsLoaded,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,getRoomsStream,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,getRoomMetadata,4,1,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,getRoomWaypoints,4,1,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,getCustomWaypoints,3,1,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,addCustomWaypoint,3,1,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,addCustomWaypoints,5,2,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,removeCustomWaypoint,3,1,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,getCurrentRoom,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,getBoss,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,isInBoss,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,init,33,4,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,load,55,3,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,saveCustomWaypoints,11,1,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,readRoom,8,1,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,loadJson,3,1,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,markSecretsCommand,13,2,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,getRelativePos,3,1,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,getRelativeTargetPos,9,2,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,getRelativePos,11,2,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,addCustomWaypointCommand,7,1,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,addCustomWaypoint,10,2,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,addCustomWaypointRelative,9,2,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,removeCustomWaypointCommand,7,1,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,removeCustomWaypoint,10,2,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,removeCustomWaypointRelative,9,2,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,matchAgainstCommand,39,7,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,newDebugRoom,14,4,4
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,update,34,8,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,newRoom,13,2,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,render,5,2,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,onChatMessage,44,11,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,onUseBlock,6,2,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,onItemPickup,6,2,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,onBatRemoved,6,2,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,markSecrets,6,2,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,getRoomAtPhysical,3,1,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,getRoomAtPhysical,3,1,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,isCurrentRoomMatched,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,isRoomMatched,3,1,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,shouldProcess,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonManager,reset,8,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,Room,9,1,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,getType,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,isMatched,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,getName,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,getDirection,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,toString,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,getShape,3,1,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,getPossibleRooms,8,2,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,getPossibleDirections,3,1,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,addCustomWaypoint,7,1,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,addCustomWaypoint,5,1,4
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,addCustomWaypoint,4,1,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,removeCustomWaypoint,9,2,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,removeCustomWaypoint,7,2,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,removeCustomWaypoint,4,1,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,addSubProcess,4,1,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,tick,33,9,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,notInDoorway,8,2,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,checkBlock,47,9,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,posIdToInt,3,1,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,roomMatched,16,3,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,reset,11,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,discard,6,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,actualToRelative,3,1,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,relativeToActual,3,1,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,render,18,6,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,onChatMessage,8,3,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,isAllSecretsFound,7,2,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,onUseBlock,13,4,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,onItemPickup,6,2,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,onBatRemoved,3,1,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,markSecretsFoundAndLogInfo,3,1,3
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,markSecretsAndLogInfo,4,1,4
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,markSecrets,10,2,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,keyFound,6,2,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,Type,3,1,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,needsScanning,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,Shape,3,1,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,toString,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,Direction,3,1,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,asString,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,DirectionArgumentType,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,direction,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,Room,getDirection,3,1,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DirectionArgumentType,DirectionArgumentType,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DirectionArgumentType,direction,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DirectionArgumentType,getDirection,3,1,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretsTracker,init,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretsTracker,calculate,2,1,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretsTracker,sendResultMessage,11,3,3
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretsTracker,getCacheText,3,1,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretsTracker,onMessage,12,4,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretsTracker,getPlayerNameAt,4,1,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretsTracker,getPlayerSecrets,12,2,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretsTracker,getSecretCountFromAchievements,5,1,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretsTracker,TrackedRun,6,1,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretsTracker,SecretData,9,1,3
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretWaypoint,SecretWaypoint,3,1,4
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretWaypoint,SecretWaypoint,3,1,4
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretWaypoint,SecretWaypoint,5,1,4
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretWaypoint,getSquaredDistanceToFunction,3,1,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretWaypoint,getRangePredicate,3,1,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretWaypoint,shouldRender,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretWaypoint,needsInteraction,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretWaypoint,isLever,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretWaypoint,needsItemPickup,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretWaypoint,isBat,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretWaypoint,equals,3,1,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretWaypoint,shouldRenderName,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretWaypoint,render,8,2,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretWaypoint,relativeToActual,3,1,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretWaypoint,Category,8,2,3
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretWaypoint,get,3,1,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretWaypoint,needsInteraction,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretWaypoint,isLever,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretWaypoint,needsItemPickup,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretWaypoint,isBat,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretWaypoint,isEnabled,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretWaypoint,toString,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretWaypoint,asString,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretWaypoint,CategoryArgumentType,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretWaypoint,category,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,SecretWaypoint,getCategory,3,1,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,CategoryArgumentType,CategoryArgumentType,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,CategoryArgumentType,category,3,1,0
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,CategoryArgumentType,getCategory,3,1,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonMapUtils,getColor,3,1,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonMapUtils,getColor,6,2,3
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonMapUtils,isEntranceColor,3,1,3
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonMapUtils,isEntranceColor,3,1,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonMapUtils,getMapPlayerPos,8,3,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonMapUtils,getMapEntrancePosAndRoomSize,35,9,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonMapUtils,getMapEntrancePosAndRoomSizeAt,9,3,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonMapUtils,getMapRoomSize,6,2,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonMapUtils,getMapRoomPos,9,2,3
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonMapUtils,getMapPosFromPhysical,3,1,4
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonMapUtils,getPhysicalRoomPos,3,1,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonMapUtils,getPhysicalRoomPos,3,1,1
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonMapUtils,getPhysicalRoomPos,4,1,2
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonMapUtils,getPhysicalPosFromMap,6,2,4
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonMapUtils,getPhysicalPosFromMap,3,1,4
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonMapUtils,getPhysicalCornerPos,3,1,3
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonMapUtils,actualToRelative,3,1,3
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonMapUtils,relativeToActual,3,1,3
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonMapUtils,relativeToActual,3,1,3
forkassn3,de.hysky.skyblocker.skyblock.dungeon.secrets,DungeonMapUtils,getRoomType,23,9,2
